"resp.id","accessibilitymobile","accessibilityweb","authenticationmulti_factor","authenticationsimple","authenticationtwo_factor","customisationhigh","customisationlow","customisationmedium","videomulti_person","videoone_to_one","noneTRUE","noneFALSE","adopters"
2,-1.33312477636627,1.33312477636627,-0.0810654866099673,-1.33375993879832,1.41482542540829,1.26267977440452,-1.17313495080177,-0.0895448236027608,0.246576652188086,-0.246576652188086,-2.5366369643012,2.5366369643012,19.3424439985376
3,-1.20373201814665,1.20373201814665,0.489622124848249,-1.72869868187807,1.23907655702982,-0.170388771997347,0.0156404871358313,0.154748284861515,0.88133402373911,-0.88133402373911,-2.42972122243639,2.42972122243639,19.6852570368412
4,-1.31556452502418,1.31556452502418,-0.268791405515657,-0.975756253664867,1.24454765918052,1.46309470037583,-1.18776574120914,-0.275328959166687,0.675433083555931,-0.675433083555931,-2.53623062692996,2.53623062692996,19.4207535621382
5,-1.2978347250737,1.2978347250737,0.472650502782742,-1.34390642951835,0.871255926735619,1.40479535123799,-1.38942093555264,-0.0153744156853524,0.803755558211446,-0.803755558211446,-2.50312646875653,2.50312646875653,19.237881140002
6,-1.07851996929338,1.07851996929338,0.257699807014858,-0.649123594528324,0.391423787513466,0.388861278397832,-0.826478832792788,0.437617554394957,0.243551121193699,-0.243551121193699,-2.47163831859282,2.47163831859282,20.0597505029412
7,-1.57750822596237,1.57750822596237,0.397851138948477,-1.17244563345146,0.774594494502987,0.883746697185709,-1.04367304039627,0.159926343210558,0.644617116989363,-0.644617116989363,-2.50827892712465,2.50827892712465,19.6060159397346
8,-1.10042872161252,1.10042872161252,1.14770299848573,-0.8275112545633,-0.320191743922433,0.978483555651867,-0.81959635317562,-0.158887202476246,0.169986789154807,-0.169986789154807,-2.42230829426871,2.42230829426871,19.9691955615708
9,-1.21792680311448,1.21792680311448,0.877447467348169,-1.44871201839894,0.571264551050773,0.50706612864977,-0.8830044396295,0.375938310979729,0.423499543926755,-0.423499543926755,-2.36907700847437,2.36907700847437,19.9195503402115
10,-1.2245146058358,1.2245146058358,-0.361736273910754,-0.913833058884239,1.27556933279499,1.15030731446972,-1.64484865175322,0.494541337283487,0.326124656522367,-0.326124656522367,-2.5610799504246,2.5610799504246,19.3507623183765
11,-1.26072063642663,1.26072063642663,0.219998893107519,-1.5913574614791,1.37135856837158,1.25171264478966,-1.12156201109068,-0.130150633698982,0.84884213154044,-0.84884213154044,-2.51116702976635,2.51116702976635,19.2866084123731
