"resp.id","policytypeban","policytypesubsidies","policytypetax","cost4","cost9","cost14","cost19","year2025","year2035","year2045","year2055","distance2","distance5","distance10","distance50","orgccc","orgdp","orggreenpeace","orgrp","noneTRUE","noneFALSE","adopters"
2,0.748704600676327,-0.540818289427865,-0.207886311248463,4.05969033039159,2.25812687493197,-0.761243666521607,-5.55657353880196,0.929742096484243,0.771585741710975,-0.348842786382567,-1.35248505181265,-3.27566931155417,1.28361757422007,0.459582814785048,1.53246892254905,0.488044116189247,2.83888100623687,2.30732922386245,-5.63425434628858,1.08439078701739,-1.08439078701739,18.3247217681434
3,1.53839103227772,-1.0907525553018,-0.447638476975921,3.37499244471943,2.05710708398691,-1.55769636010603,-3.87440316860031,1.81480366069903,1.79770818411562,-0.00798440144358236,-3.60452744337108,-2.21862960719247,0.359398000104215,-0.136074442060583,1.99530604914885,1.89556648106841,4.67975640837516,5.08681761713681,-11.6621405065804,1.39452747736212,-1.39452747736212,19.5616752836998
4,1.77151197664476,-1.36940698387389,-0.402104992770869,4.12918944964017,2.52752698860735,-1.82671900461357,-4.82999743363394,1.67405906529396,0.857444100036037,-0.151668996317978,-2.37983416901202,-2.00407434259807,0.563112504422114,0.103929345867,1.33703249230896,1.26363790421946,4.16328557555846,3.74350687922232,-9.17043035900022,0.691992129053451,-0.691992129053451,18.4133942635889
5,0.859546012289886,-0.344019159058424,-0.515526853231463,7.36489106144095,2.04747289263235,-2.2126252419128,-7.1997387121605,0.811705296894607,1.06341813606374,-0.16744404378969,-1.70767938916865,-2.51351135891692,1.08951290969093,0.537098400124659,0.886900049101333,0.290893065870725,0.930501727386189,0.943571373500862,-2.16496616675778,0.0709999490117274,-0.0709999490117274,13.1842031864658
6,-0.951129876551874,0.759522478907097,0.191607397644776,8.40808533291175,1.48265978377461,-2.75841132266031,-7.13233379402605,0.595477804701915,0.474152922290767,0.0478562690301973,-1.11748699602288,-1.90982218228639,-0.576219610439068,1.74329948862184,0.742742304103616,-0.121338525260403,-2.0132567221135,-1.45952196901244,3.59411721638634,-0.28964437615035,0.28964437615035,9.75330179513134
8,-1.58693617855316,1.59038172643954,-0.00344554788637896,8.74139964187904,1.70800590116137,-2.55490457495571,-7.89450096808472,0.0630660218501209,-0.164993266926902,0.506293775475346,-0.404366530398566,-1.74877068396613,-0.354158439518831,0.990973124643373,1.11195599884158,-1.10947495444381,-3.22263624778831,-2.44139810308947,6.7735093053216,-0.529587565477406,0.529587565477406,8.36864543752296
9,1.53483268693105,-1.56288038241411,0.028047695483058,2.4530055040906,2.96087177719615,-3.0571396826374,-2.35673759864935,3.30431880722019,-0.345571652775249,-1.7753220001084,-1.18342515433654,-1.55764283935502,0.294639092052035,-0.196160018325724,1.4591637656287,0.326691488179756,5.13491513963457,2.5821688116591,-8.04377543947343,0.8256252225112,-0.8256252225112,18.6535474453833
13,0.76777289745874,0.0698151195318067,-0.837588016990548,6.14828912874749,2.78133878637488,-2.52250556980622,-6.40712234531614,-0.493730618036267,0.445575404825182,1.06661912768224,-1.01846391447116,-1.99561378184788,0.539424567617243,0.521202731159615,0.934986483071015,-0.114669194154937,1.08815486509471,0.0619299449373146,-1.03541561587708,0.234603319395979,-0.234603319395979,14.2875700468514
15,-0.226300201805867,-1.26477589808871,1.49107609989458,5.06066451212678,1.60551374908407,-0.792260629435995,-5.87391763177489,2.52137499671176,1.55997765505314,-0.417898512747817,-3.66345413901708,-3.6280052858982,-0.925416172480632,2.6077025345252,1.94571892385364,2.40619119557063,2.4954543122805,3.76710481244475,-8.6687503202959,-0.17423928266988,0.17423928266988,12.1433827332496
16,-0.750402591568826,-0.47835752663149,1.22876011820031,7.08738976433365,1.78436508334555,-1.83180698836773,-7.03994785931149,1.79937097398988,0.573662182884363,0.180568519557429,-2.55360167643167,-1.61364971960852,0.563076774458805,-0.196181444444179,1.2467543895939,0.626780924329385,0.047461387778348,2.47405605738002,-3.14829836948776,1.68100477758378,-1.68100477758378,12.389446849003
18,0.587265385914328,-0.299450122130282,-0.287815263784049,6.00036140451405,2.96690813709759,-2.83728770641443,-6.1299818351972,1.42698632377816,0.70116425348363,0.591547074679516,-2.7196976519413,-2.87783311493348,0.619407865679843,0.705098349057496,1.55332690019613,0.357513801628426,0.713816460971468,1.17352066342474,-2.24485092602463,1.54382086469454,-1.54382086469454,13.3716823094218
19,0.11039591458815,-0.707056781910737,0.596660867322586,6.01187191634032,1.10797397307056,-1.19489932907365,-5.92494656033724,0.0840199533812896,1.67835074488532,1.20681413267151,-2.96918483093811,-2.92989221810626,0.605388884709109,1.84686993707356,0.477633396323593,1.16588844863118,1.47245171573277,2.13084643288063,-4.76918659724458,0.252131558199793,-0.252131558199793,15.1576015172182
21,0.570806253062561,-0.369618112594261,-0.201188140468301,4.18639437429688,1.83576867360827,-1.4635087259293,-4.55865432197585,1.59799519228845,0.813728407040914,-0.202824871232857,-2.20889872809651,-0.893928471666845,0.787145805577628,-0.32676101442106,0.433543680510274,0.298476970894921,2.3026281407051,1.98751895543632,-4.58862406703634,1.0478177263379,-1.0478177263379,18.0721124912731
23,0.0949281669419271,1.67858061083114,-1.77350877777306,6.73257422414286,2.96107806307813,-2.06895269418004,-7.62469959304095,-0.921678631219974,0.647178414884489,1.33959359661824,-1.06509338028275,-2.84087396395328,1.25132152440597,0.837955621123759,0.751596818423547,-0.950175178487907,-1.73751975991904,-1.2230904644509,3.91078540285784,0.0903875764349901,-0.0903875764349901,10.7731875757447
24,0.664061606266673,0.0449683763499799,-0.709029982616653,8.19316186235294,1.81041431108689,-2.15645039342454,-7.84712578001528,0.920340855086876,1.38982051106545,-0.789774968501888,-1.52038639765044,-2.17373146807491,0.71963193646983,1.09389541453616,0.360204117068914,0.841797703420702,1.57188124072483,1.3641456363374,-3.77782458048293,-0.827416559445115,0.827416559445115,12.0041133691701
25,2.1230190995907,-1.0630916440146,-1.05992745557611,3.92029676906732,2.14190002215432,-2.73208933740218,-3.33010745381946,2.10891616009746,2.27773713096361,-1.24778547282778,-3.13886781823329,-3.52641841529712,-0.278868203577436,1.68255077695561,2.12273584191894,2.32879652592741,2.16105249671908,4.43206572049273,-8.92191474313922,0.500286757261625,-0.500286757261625,15.2151228383642
26,0.652452221263508,-1.05038135747005,0.397929136206546,7.40822215919612,1.33634090025569,-2.15534821895701,-6.58921484049481,-0.25079976930326,2.1583742726927,0.822169499190976,-2.72974400258043,-2.66142384697951,-0.416903006827962,1.81119889058831,1.26712796321915,2.22347114190627,1.57103669368334,3.28624866611172,-7.08075650170132,-0.622536539229119,0.622536539229119,12.2032182964661
27,1.61999019326492,-0.498822110417345,-1.12116808284757,4.9510515825981,2.23265750242294,-1.89728470762629,-5.28642437739475,0.985143445858227,1.44725201380708,-0.456443545981944,-1.97595191368336,-1.65860952861841,0.35260204256003,0.164014375422177,1.1419931106362,1.82350369080609,3.50279068431548,3.07542358872467,-8.40171796384626,0.605947495823897,-0.605947495823897,17.6343753480186
28,0.495032824532645,-0.246385704224068,-0.248647120308576,5.63926745084493,3.1268710858529,-2.69773565734459,-6.06840287935323,0.401199952397031,-0.418477316153694,0.535496360779561,-0.5182189970229,-1.57016305218529,1.87752201572206,-0.247046908388431,-0.0603120551483469,-1.02572159902948,-0.886827294095048,-0.760709507086259,2.67325840021079,0.488718655018978,-0.488718655018978,12.8043277388032
29,-2.00685757346878,0.338220915932509,1.66863665753627,6.78417100984567,1.30535705863482,-2.10999542210562,-5.97953264637488,0.482549280686712,-0.0886211575178544,-1.04134035529037,0.647412232121512,-1.33364562584347,0.235106485159126,0.329990303923623,0.768548836760719,-0.804405654721643,-1.50663499889278,-0.991549488577696,3.30259014219211,0.966250897970088,-0.966250897970088,13.9120157688218
32,0.944228101025561,0.600650399863853,-1.54487850088942,8.19914469291706,1.70175395935024,-3.11088234948407,-6.79001630278324,0.419463843803482,-0.17296400666303,0.451534026757642,-0.698033863898092,-1.32623851108171,0.741797689551873,-0.789491157313873,1.37393197884371,-0.966986489596764,-2.38187647319328,-0.463226850423433,3.81208981321347,-0.32471437599694,0.32471437599694,9.96558806227837
33,0.558414268658448,0.387537396967844,-0.945951665626291,4.3650681511361,1.93828061735111,-0.728297892561435,-5.57505087592577,0.360052690271035,3.23409978566943,0.167896680872784,-3.76204915681324,-1.85815768326411,1.44414291738077,-0.839588800507707,1.25360356639105,2.06432036134862,1.43056746031075,3.74458586666546,-7.23947368832482,2.16729662997724,-2.16729662997724,16.3603926451418
34,0.23937999524636,-0.316549622331658,0.0771696270852964,5.39324812865299,1.31100672701159,-0.984445311877991,-5.7198095437866,-0.119241583276984,1.44677620253798,0.47904916142898,-1.80658378068998,-2.25032885277152,0.157803848035264,1.42884680380468,0.663678200931577,1.46583829153485,1.81226014923333,3.06711913711211,-6.34521757788028,0.535336316146507,-0.535336316146507,17.1987595798465
35,1.03108621659832,-1.49095288915321,0.459866672554889,5.29623734157101,3.04604800412075,-2.84612872448759,-5.49615662120419,2.1483409357103,1.95799622142636,-0.62172949141059,-3.48460766572607,-3.20348282134418,1.06628098585288,0.690334709377617,1.44686712611368,1.18506949827729,3.44145750255693,4.35308783669692,-8.97961483753114,0.172818428115775,-0.172818428115775,14.744856097347
36,0.298598336018556,-0.554537295601746,0.255938959583189,5.93581589936562,2.60377738038885,-2.37314288607699,-6.16645039367748,0.264847957972542,1.5295680201326,1.12033887225497,-2.91475485036011,-2.20535737896844,0.753246220443771,0.384673984454149,1.06743717407052,0.731929153582583,1.57327034746715,3.46076892040134,-5.76596842145107,0.422568968986688,-0.422568968986688,14.9071023792707
38,0.78434411611384,-1.18212870258641,0.397784586472572,5.26717531825267,2.2326523609968,-2.2878639679723,-5.21196371127715,2.24511339910163,1.92946104404205,-1.09070465654785,-3.08386978659583,-2.05132442968223,1.05297202249474,0.167388940994016,0.830963466193473,1.23984140989104,3.04453284560781,4.69236008765717,-8.97673434315603,0.450210579821712,-0.450210579821712,15.6989701930841
39,-0.0886769236858485,-0.417437976829167,0.506114900515015,5.68913977246411,2.33134506236672,-1.54730475353741,-6.47318008129342,0.545396528653563,0.460440526968914,-0.205452244696237,-0.80038481092624,-3.13693942871869,1.21308908352626,0.703563913220667,1.22028643197176,-0.749750678300451,1.12664924360134,0.118822326457253,-0.495720891758145,0.546304753139233,-0.546304753139233,15.0932209832257
40,0.915015245296819,-0.85686203236944,-0.0581532129273772,4.77005099513612,1.95998053925994,-1.76571118883699,-4.96432034555906,1.42707615253646,1.08792941939125,-0.34090729255822,-2.17409827936948,-2.36091424320123,0.411507006192015,0.386853392229092,1.56255384478012,0.871659142591701,2.65099819120049,3.17156727260719,-6.69422460639937,1.04510830232035,-1.04510830232035,17.5249110258464
41,2.17969591365176,-1.7611493252287,-0.418546588423058,3.82154754179726,2.29305628005488,-1.92819733062667,-4.18640649122547,1.6336511157,1.60001401444165,-0.00123315757465679,-3.23243197256699,-2.48937830872776,0.867193855878421,0.535803507990245,1.08638094485909,1.74705234317576,4.10114228386081,4.69757139055694,-10.5457660175936,0.712158293919327,-0.712158293919327,18.267226332301
42,1.1602013737468,-1.45314198610343,0.29294061235662,5.18602950683493,2.83276550263887,-2.17855845910247,-5.84023655037132,1.07709576322213,1.2117696021807,-0.0445970014773335,-2.2442683639255,-3.10845620331548,1.6331389376569,-0.131256810745463,1.60657407640405,1.02530759987344,3.14334065307822,1.15491926421251,-5.32356751716415,0.54995668084768,-0.54995668084768,15.5158303610739
43,-0.276648794367723,0.608320640366241,-0.331671845998517,8.53092624224338,0.779294384945307,-1.95787604617339,-7.3523445810153,0.808522202712201,-1.63657147410032,1.25141116842246,-0.423361897034336,-1.71869654987835,0.253616979741708,0.829400694029043,0.635678876107595,-1.10196565314749,-3.95610567411574,-2.0242775476663,7.08234887492953,0.490722844020406,-0.490722844020406,8.61204298201731
44,-0.00991006659777296,-1.11762403071593,1.1275340973137,4.22598085540953,2.31387221044618,-1.60428906536473,-4.93556400049097,3.12378266010359,1.06096054341014,-1.49542831075067,-2.68931489276307,-1.9421616133307,0.951588097316023,1.4249183379488,-0.434344821934117,0.362015122012103,2.98303580330262,2.3613321178472,-5.70638304316193,0.223801017248152,-0.223801017248152,14.0324200971198
45,-0.785943622170733,0.639114478264235,0.146829143906496,6.67087103351826,2.08773551071103,-2.32369049589203,-6.43491604833727,1.49637967520411,-0.46985517432194,-0.446337763430279,-0.580186737451885,-1.69108257106814,-0.225190128484204,0.451818929501326,1.46445377005102,-1.02568488722201,-2.5248869014666,-2.59259147849497,6.14316326718358,0.497636766264587,-0.497636766264587,11.2285443957655
46,1.17041570983209,-0.267553312057199,-0.902862397774895,6.71964365663767,1.87896082388998,-1.52066495888462,-7.07793952164301,1.13911914294721,0.582337416902009,0.300904719564776,-2.02236127941399,-0.735615398955322,-0.107336433806149,-0.190783221713788,1.03373505447526,-0.309751941066409,1.07142301573971,0.492446067547006,-1.25411714222031,0.278679699352385,-0.278679699352385,14.0812488578102
49,-2.15740436083866,0.467347164377771,1.69005719646089,8.63008329453962,0.379679771258985,-1.7826050184001,-7.22715804739852,1.13547813157738,0.50524958169143,0.745995118281423,-2.38672283155023,-1.44536895808993,-0.723201418165323,0.999741375024785,1.16882900123047,0.31784942702761,-5.17050845540346,-2.264220694831,7.11687972320686,-0.314427674868459,0.314427674868459,6.34861330694024
50,-1.13626085414446,1.29200483082486,-0.155743976680397,6.30315085787822,2.35289966725117,-2.07416793064975,-6.58188259447965,1.27959634646938,1.06488429828038,-0.256854732312582,-2.08762591243717,-2.18442211919831,0.0438868546909934,1.0027996841066,1.1377355804007,0.262277435770751,-1.03053923054342,0.137861460288386,0.630400334484286,1.17970483761364,-1.17970483761364,12.2951773298104
51,-0.41613500749421,-0.633165008805402,1.04930001629961,7.70702224787927,1.52637223358466,-1.87817334030805,-7.35522114115588,0.738305503475837,0.999714991599336,0.171218443791965,-1.90923893886714,-1.44031627728476,-0.350363649079767,0.67030918864356,1.12037073772098,1.04445487606593,2.00092472669267,2.48001954388173,-5.52539914664033,-0.176786969949159,0.176786969949159,12.6094914473696
53,2.93232752802367,-3.0532615198599,0.120933991836231,1.89261955224045,3.63681087400648,-1.65298315104917,-3.87644727519776,2.20146084188133,2.17213162592731,-0.0786422942327126,-4.29495017357594,-1.57980641957637,1.27254537579166,-0.439906006000393,0.747167049785113,1.95010809622944,6.42399354944218,7.16560536685969,-15.5397070125313,0.780707979114656,-0.780707979114656,20.2458657270472
54,2.20735990239416,-1.46373592024974,-0.743623982144422,3.62066935650189,2.02509966453526,-1.35905058098541,-4.28671844005174,1.82433852609593,0.748482118520772,-0.66471495705336,-1.90810568756334,-3.59947582976634,1.23513060658881,0.235424086226899,2.12892113695063,1.16052386327768,5.01931798185479,4.33581973083369,-10.5156615759661,1.03333642425299,-1.03333642425299,18.4729461536403
56,-0.444903068962883,-0.035300945490687,0.48020401445357,6.70858942569928,2.50340132336453,-2.29582032044575,-6.91617042861806,0.806985945480101,0.882199087300452,0.300777787090379,-1.98996281987093,-2.24420520320411,0.620355212413144,-0.049449145184318,1.67329913597529,0.0591580264778587,0.861293787520005,1.06011040015944,-1.9805622141573,0.303338389439565,-0.303338389439565,13.4842362227769
